pt1,pt2,eta1,eta2,phi1,phi2,E1,E2
+5.4346527e+01,+3.7180035e+01,-8.9318699e-01,-5.3668088e-01,+2.7160351e+00,-2.8438798e-01,+7.7504992e+01,+4.2664207e+01
+2.9834258e+01,+2.4620068e+01,-1.7715394e-01,+1.3143582e-03,-1.0793891e+00,+2.5164473e+00,+3.0303635e+01,+2.4620316e+01
+3.7986488e+01,+1.9105857e+01,+1.4378618e+00,+5.3000444e-01,+1.6534255e+00,+1.3011693e+00,+8.4503203e+01,+2.1852982e+01
+7.0343352e+01,+3.4940824e+01,-7.1172323e-04,+1.0192063e+00,+2.8525219e+00,+1.2434378e+00,+7.0343367e+01,+5.4715160e+01
+3.4847699e+01,+3.0142236e+01,+8.1514889e-01,-8.8483089e-01,-3.0035574e+00,+7.1292251e-02,+4.7080730e+01,+4.2732023e+01
+2.6426764e+01,+2.4696012e+01,-1.1736625e+00,+1.2052741e+00,-3.0216434e+00,+6.9852108e-01,+4.6815754e+01,+4.4913324e+01
+5.1934641e+01,+3.5047273e+01,+2.0121891e+00,+1.5362403e+00,+2.7137797e+00,-4.4033647e-02,+1.9769883e+02,+8.5204797e+01
+5.9213973e+01,+3.8085277e+01,-4.1836372e-01,-1.2284405e+00,-8.9785194e-01,-3.0872154e+00,+6.4472145e+01,+7.0622508e+01
+4.9082988e+01,+4.6450918e+01,+2.2742984e+00,+2.4089077e+00,-1.2381698e+00,+1.9895507e+00,+2.4109480e+02,+2.6039733e+02
+4.7311566e+01,+2.8848543e+01,-6.2143248e-01,-2.0698352e+00,-1.0042982e+00,+2.2105298e+00,+5.6744816e+01,+1.1611145e+02
+3.8149781e+01,+3.2320039e+01,-6.5315711e-01,-3.4302673e-01,+1.8456979e+00,-1.0147033e+00,+4.6580848e+01,+3.4240266e+01
+4.4765691e+01,+3.8510645e+01,+1.0735129e+00,+5.2510615e-02,+1.4300811e+00,-1.7429482e+00,+7.3134711e+01,+3.8563750e+01
+5.2101902e+01,+4.0188633e+01,+1.5562228e+00,+2.1074939e+00,-5.9212106e-01,+2.5416346e+00,+1.2899940e+02,+1.6777022e+02
+6.9421859e+01,+2.9751682e+01,-2.4411106e+00,-2.1850913e+00,-7.0404005e-01,+2.4665408e+00,+4.0170453e+02,+1.3394103e+02
+2.6461342e+01,+2.6118039e+01,-3.9157663e-02,-1.3428270e+00,+1.3071325e+00,-1.0362519e+00,+2.6481631e+01,+5.3423945e+01
+9.8519164e+01,+4.6435773e+01,-1.7704755e+00,-8.3584422e-01,+2.6639781e+00,-2.6467533e+00,+2.9771991e+02,+6.3623344e+01
+2.8129643e+01,+2.6795730e+01,-2.7963398e-03,+1.8136221e+00,-3.0607085e+00,+3.7449878e-01,+2.8129951e+01,+8.4348773e+01
+5.2784070e+01,+3.7433648e+01,+7.7688426e-01,+2.8845426e-01,-4.7117829e-01,+2.9218609e+00,+6.9530492e+01,+3.9001969e+01
+4.0241570e+01,+3.9400527e+01,-1.3470891e+00,-2.4137928e+00,+6.4933121e-01,-2.3479140e+00,+8.2620219e+01,+2.2193819e+02
+6.2993266e+01,+2.9202576e+01,+4.7641551e-01,+2.4367136e-01,+2.6524201e-01,+2.7110839e+00,+7.0278430e+01,+3.0074021e+01
+5.0795996e+01,+4.1038844e+01,-1.4317682e+00,-1.1864339e+00,+2.8078799e+00,-2.4236789e-01,+1.1238570e+02,+7.3473727e+01
+2.6687033e+01,+1.0715150e+01,+9.9719232e-01,+6.4581233e-01,-1.0906304e+00,+1.5494672e+00,+4.1092352e+01,+1.3028404e+01
+3.1174350e+01,+2.4741291e+01,+1.8854462e+00,-2.4748765e-01,-1.9802015e+00,+1.2559413e+00,+1.0507401e+02,+2.5502869e+01
+2.9872260e+01,+1.8756203e+01,-1.1493005e+00,+1.1952276e+00,-1.6569574e+00,+6.7329055e-01,+5.1870832e+01,+3.3826297e+01
+2.8508922e+01,+1.2303916e+01,-1.0006529e+00,-1.1837325e+00,+2.7564464e+00,-7.1352100e-01,+4.4013449e+01,+2.1978965e+01
+4.6691262e+01,+4.5865215e+01,+9.6437037e-01,+4.4315636e-01,-1.4298326e+00,+1.7926797e+00,+7.0138727e+01,+5.0443195e+01
+4.4932133e+01,+3.7970566e+01,-1.1058177e+00,-1.6087070e+00,-2.7596710e+00,+3.8789663e-01,+7.5320578e+01,+9.8656945e+01
+4.4134719e+01,+3.9338102e+01,-2.5154713e-01,-1.1274596e+00,+1.0940752e+00,-1.9272853e+00,+4.5538430e+01,+6.7104062e+01
+3.2751559e+01,+2.5339711e+01,+6.7245799e-01,-1.2890236e+00,+2.3633156e+00,-4.9664399e-01,+4.0439973e+01,+4.9473012e+01
+5.2834680e+01,+3.7767895e+01,-1.8191961e+00,-2.3393116e+00,+2.3682706e+00,-5.6272119e-01,+1.6719680e+02,+1.9772411e+02
+3.0386875e+01,+1.4060274e+01,+3.0169284e-01,-6.3465886e-02,-1.5466921e+00,+2.8968070e+00,+3.1780457e+01,+1.4088997e+01
+4.9365910e+01,+4.6702676e+01,+6.0121769e-01,+5.2481258e-01,-2.8477123e+00,-7.2886162e-02,+5.8559980e+01,+5.3283383e+01
+3.3018629e+01,+1.4620387e+01,+1.3216147e+00,+1.7665757e+00,-2.5401151e+00,+2.6771193e+00,+6.6304383e+01,+4.4019801e+01
+4.3586285e+01,+4.1561266e+01,+4.8484549e-02,-6.9485348e-01,+2.3634827e+00,-7.4612659e-01,+4.3637527e+01,+5.2004844e+01
+4.6088996e+01,+3.6988066e+01,+9.9385202e-01,+1.7858309e+00,+1.4163551e+00,-1.8216221e+00,+7.0787461e+01,+1.1340900e+02
+3.0161600e+01,+7.0277993e+00,-2.3382454e-01,+2.1697657e+00,+7.9008776e-01,+1.0887984e+00,+3.0989889e+01,+3.1169824e+01
+2.8800906e+01,+2.6795727e+01,-1.0007380e+00,+9.6808004e-01,+1.5655719e+00,-2.3141696e+00,+4.4467238e+01,+4.0363828e+01
+2.5670885e+01,+1.6460563e+01,-1.2619939e-01,-5.9421402e-01,-5.0413465e-01,+2.1579182e+00,+2.5875793e+01,+1.9453402e+01
+4.0851312e+01,+3.7508785e+01,-8.7178117e-01,+2.6316947e-01,-2.4177313e-02,+3.0887032e+00,+5.7383270e+01,+3.8815195e+01
+6.1037996e+01,+2.1749584e+01,-8.1483865e-01,-2.2554245e+00,+2.7040479e+00,+5.1528007e-01,+8.2447742e+01,+1.0487835e+02
+2.5694969e+01,+2.5025520e+01,-2.9430011e-01,-8.5177161e-02,-2.0782030e+00,-1.5893369e+00,+2.6815984e+01,+2.5116578e+01
+4.2952973e+01,+2.2678164e+01,+1.9931961e+00,+1.1381719e+00,+1.0987717e+00,-2.1834073e+00,+1.6054131e+02,+3.9023160e+01
+4.4985223e+01,+2.8305129e+01,+6.0143534e-02,+1.4880545e+00,+1.0344204e+00,-2.4241943e+00,+4.5066730e+01,+6.5870125e+01
+4.0079891e+01,+3.7868805e+01,+8.5807961e-01,+1.9791168e+00,+1.1642519e-02,-3.0767355e+00,+5.5763301e+01,+1.3963255e+02
+4.4896352e+01,+4.4850824e+01,+9.7099298e-01,+1.7359678e+00,-5.5367649e-01,+2.7307348e+00,+6.7777234e+01,+1.3120319e+02
+5.1013484e+01,+1.1121011e+01,-1.2971429e+00,-1.6319121e+00,-1.4880222e+00,-1.2097545e+00,+1.0029607e+02,+2.9521826e+01
+1.1115929e+02,+1.0912433e+01,+5.2216047e-01,-9.3197501e-01,-1.4236250e+00,+1.6734221e+00,+1.2666062e+02,+1.6005041e+01
+3.2302092e+01,+3.0314395e+01,+7.7749097e-01,+2.6981242e+00,+8.2550687e-01,-2.5393815e+00,+4.2567234e+01,+2.2613294e+02
+6.2779652e+01,+4.5369273e+01,+3.8587563e-02,-3.6458865e-01,-2.1037853e+00,-2.2444787e+00,+6.2826488e+01,+4.8418176e+01
+3.4107539e+01,+2.8559898e+01,+5.3641230e-01,-1.5625387e+00,+1.2591782e+00,-1.7807412e+00,+3.9133496e+01,+7.1121672e+01
+5.0664973e+01,+2.7040258e+01,+3.7814590e-01,-1.2999220e+00,-1.7644417e+00,+1.7599720e-01,+5.4330848e+01,+5.3290551e+01
+4.0221805e+01,+3.6134031e+01,+1.0657301e+00,+2.2307842e+00,+2.1236188e+00,-1.0935508e+00,+6.5308828e+01,+1.7009383e+02
+4.4138336e+01,+4.0803805e+01,+7.7623540e-01,+1.5438110e+00,+2.4262524e+00,-8.3440751e-01,+5.8117176e+01,+9.9887031e+01
+2.9159986e+01,+2.5754846e+01,+9.2017204e-01,-1.3670762e+00,+1.0041404e+00,-2.1664267e+00,+4.2401137e+01,+5.3811043e+01
+4.0930684e+01,+2.1638338e+01,+1.7168862e+00,-5.6387341e-01,-3.1373646e+00,-6.8433893e-01,+1.1761009e+02,+2.5170668e+01
+2.7725908e+01,+8.8836729e+00,+1.9952301e+00,+1.5917784e+00,-8.8286144e-01,-8.7381953e-01,+1.0383182e+02,+2.2724861e+01
+5.4401734e+01,+4.7936695e+01,+1.9932288e+00,+1.2763950e+00,-2.1991059e-01,+1.7723364e+00,+2.0333867e+02,+9.2583516e+01
+4.6582461e+01,+4.2314508e+01,-1.3819201e+00,-1.4227170e+00,+2.7550931e+00,-3.9852390e-01,+9.8606672e+01,+9.2868437e+01
+2.9948389e+01,+2.6983732e+01,+1.2913477e+00,-1.6338081e+00,+3.6058325e-01,+2.8149209e+00,+5.8587918e+01,+7.1757016e+01
+4.7759473e+01,+4.1257332e+01,-1.1737230e-01,-6.0283887e-01,-2.6062176e+00,+1.0817212e+00,+4.8088824e+01,+4.8983898e+01
+3.0360334e+01,+1.7520932e+01,+3.8139606e-01,-8.8431042e-01,-1.3360537e+00,+2.7114415e-01,+3.2595383e+01,+2.4829902e+01
+6.1865410e+01,+3.1937334e+01,-3.7465084e-02,-1.7861514e-01,+3.0941978e+00,-4.2333996e-01,+6.1908832e+01,+3.2448145e+01
+4.4784512e+01,+3.9190457e+01,-6.5245335e-03,+8.9753264e-01,+3.6237600e-01,-2.6897407e+00,+4.4785465e+01,+5.6064219e+01
+4.6845719e+01,+4.5044168e+01,+2.0238259e+00,+1.9993049e+00,+1.9933811e+00,-1.0750641e+00,+1.8034125e+02,+1.6935145e+02
+3.8917645e+01,+3.7664699e+01,-1.9493381e+00,-2.3510280e+00,+6.2369859e-01,-2.3875608e+00,+1.3944984e+02,+1.9946522e+02
+3.1285301e+01,+1.0146885e+01,+1.6175842e+00,+1.8983562e+00,-2.9752014e+00,-4.6794683e-01,+8.1956148e+01,+3.4624863e+01
+4.8111020e+01,+3.9158617e+01,-3.6338452e-01,+3.6864862e-01,-2.8279486e+00,+4.5084280e-01,+5.1322727e+01,+4.1849887e+01
+3.4814430e+01,+7.7364878e+00,-1.0227585e+00,-4.8625350e-01,+3.1163189e+00,+3.4578854e-01,+5.4666605e+01,+8.6692686e+00
+7.5814172e+01,+2.9081582e+01,+1.1614112e+00,+1.3737359e+00,+9.1477239e-01,-2.7435360e+00,+1.3295847e+02,+6.1118520e+01
+4.1132973e+01,+2.9853994e+01,+1.9178523e+00,+4.2804953e-01,-3.0178301e+00,+1.8409349e-01,+1.4300389e+02,+3.2631201e+01
+4.7356273e+01,+3.9810555e+01,+8.2355917e-01,+2.1934266e-01,+8.2907432e-01,-2.1778095e+00,+6.4344441e+01,+4.0772066e+01
+5.0772297e+01,+4.0238426e+01,-3.7411404e-01,+6.8780303e-02,+1.6741019e+00,-1.7120227e+00,+5.4367113e+01,+4.0333781e+01
+4.8192066e+01,+4.6423254e+01,-2.2395358e+00,-1.7325329e+00,-1.6378663e+00,+5.5759454e-01,+2.2880342e+02,+1.3536548e+02
+2.8350320e+01,+1.9414559e+01,-1.1722105e+00,+1.2218100e+00,-1.4606239e+00,+1.6388415e+00,+5.0163117e+01,+3.5800645e+01
+1.3394627e+02,+7.2791117e+01,+9.1065747e-01,+1.7004848e-01,+1.6870514e+00,+1.1266967e+00,+1.9343291e+02,+7.3846164e+01
+2.9986340e+01,+2.7768182e+01,-5.2058395e-02,-2.0663557e+00,-1.3700912e+00,+1.9637588e+00,+3.0026982e+01,+1.1138709e+02
+3.9469953e+01,+3.4988641e+01,+7.0514524e-01,-6.2485290e-01,+1.4867901e+00,-1.7123628e+00,+4.9696285e+01,+4.2044430e+01
+2.5565271e+01,+1.7267947e+01,-1.2457447e+00,-1.0265800e+00,+8.3012098e-01,+1.2312666e+00,+4.8104238e+01,+2.7194707e+01
+7.4824453e+01,+2.9792227e+01,-9.7262156e-01,+4.8429772e-02,-1.8427427e+00,+2.5863872e+00,+1.1309565e+02,+2.9827172e+01
+3.4827555e+01,+2.2489025e+01,-1.9529032e+00,+3.1912312e-01,+1.1994761e+00,-6.2082106e-01,+1.2522220e+02,+2.3643912e+01
+4.2462559e+01,+3.8404508e+01,+2.1017505e-02,+1.0334672e+00,-2.1586933e+00,+8.0564135e-01,+4.2471938e+01,+6.0805199e+01
+5.9472531e+01,+2.5958531e+01,+1.0980401e+00,+2.2850349e+00,-2.0384841e+00,+1.4917490e+00,+9.9075586e+01,+1.2885559e+02
+2.7739066e+01,+2.7374779e+01,+5.1114661e-01,-1.6442102e+00,+5.3953689e-01,-2.6134188e+00,+3.1442537e+01,+7.3502516e+01
+4.2279496e+01,+3.8485027e+01,+5.4829448e-01,+1.9445448e+00,+9.0601802e-01,-2.4596431e+00,+4.8795602e+01,+1.3726653e+02
+2.5340115e+01,+1.6369005e+01,+4.3320245e-01,-1.3609074e+00,+1.7202498e+00,-1.2351576e+00,+2.7755252e+01,+3.4016090e+01
+4.3864344e+01,+3.2128986e+01,+1.1827987e+00,+2.7848082e-03,+2.1842873e+00,-7.4051780e-01,+7.8296063e+01,+3.2129285e+01
+5.2251129e+01,+4.3127184e+01,-7.1745425e-01,-6.1279684e-01,+5.0800204e-01,-2.6224701e+00,+6.6285938e+01,+5.1481445e+01
+5.8583348e+01,+8.8869824e+00,-6.9219284e-02,+1.6748157e+00,-1.6464084e+00,+2.2295766e+00,+5.8723844e+01,+2.4550973e+01
+6.1581648e+01,+4.4054727e+01,+6.9647616e-01,+3.0944279e-01,-2.2102273e+00,-5.0464582e-01,+7.7131313e+01,+4.6180957e+01
+2.5917785e+01,+2.4322039e+01,-6.6566563e-01,+1.6609074e+00,+2.9203904e+00,-1.2201752e-02,+3.1875203e+01,+6.6326828e+01
+4.6109105e+01,+3.6480844e+01,+2.0547624e+00,+8.2351619e-01,-2.2427092e+00,+8.1981063e-01,+1.8289422e+02,+4.9566215e+01
+4.6104230e+01,+3.7996016e+01,+3.8042620e-01,-4.6798134e-01,+5.4047716e-01,-2.9835207e+00,+4.9480969e+01,+4.2233328e+01
+4.7768984e+01,+4.3277844e+01,-1.3374651e-02,-2.2069591e-01,+3.0454140e+00,-1.8485829e-01,+4.7773375e+01,+4.4336215e+01
+3.0027676e+01,+1.8279578e+01,-8.1456077e-01,-2.0456414e+00,+2.9300768e+00,-7.4134171e-02,+4.0552773e+01,+7.1869953e+01
+4.1963703e+01,+4.0159559e+01,-1.9886099e-01,-9.8143601e-01,-2.6152275e+00,+4.7424027e-01,+4.2796184e+01,+6.1103926e+01
+7.9758453e+01,+5.3549234e+01,+1.0404299e+00,-5.7205176e-01,+1.6737921e+00,-1.2975625e+00,+1.2696495e+02,+6.2552605e+01
+4.7564031e+01,+4.6299988e+01,+2.3184834e+00,+2.2059517e+00,+1.2102464e-01,-3.1010816e+00,+2.4397198e+02,+2.1272606e+02
+4.6370348e+01,+4.0768566e+01,+6.8365920e-01,+4.6672788e-02,-1.9235942e+00,+1.1739773e+00,+5.7635566e+01,+4.0812980e+01
+2.8401660e+01,+7.2938687e+00,+2.3049480e-01,+1.4609385e-01,-2.7455404e+00,+2.3709364e+00,+2.9159467e+01,+7.3726025e+00
+4.9589711e+01,+4.6434477e+01,-5.5994254e-01,+1.4700572e-01,-3.5834724e-01,-2.6020331e+00,+5.7569039e+01,+4.6937121e+01
+4.2440520e+01,+4.2153602e+01,+3.8221353e-01,+9.8612529e-01,-1.4561576e+00,+1.6825471e+00,+4.5578449e+01,+6.4365305e+01
+4.5606637e+01,+4.1597406e+01,-1.1399769e+00,-7.0521963e-01,+2.5146859e+00,-2.2887018e-01,+7.8592148e+01,+5.2377191e+01
+3.5818484e+01,+3.4617441e+01,-2.6329277e+00,-1.2176532e+00,+1.2275640e+00,-1.9418299e+00,+2.5048433e+02,+6.3612609e+01
+4.9058348e+01,+4.0865461e+01,-1.3444132e+00,-1.8281856e+00,-2.4614670e+00,+5.6260949e-01,+1.0048695e+02,+1.3042810e+02
+9.8761992e+01,+6.7918016e+01,+1.9881955e-01,+7.8466493e-01,+2.6069431e+00,-2.6424661e+00,+1.0072042e+02,+8.9921586e+01
+4.3530035e+01,+4.3411539e+01,+1.1857800e+00,+1.6198673e+00,-2.4092915e+00,+8.9400935e-01,+7.7891492e+01,+1.1396277e+02
+3.7030934e+01,+3.4058820e+01,+2.2762613e+00,+8.1171328e-01,-2.8988466e+00,+3.6870304e-01,+1.8224522e+02,+4.5908891e+01
+9.3197102e+01,+2.9667463e+01,+2.1347222e+00,+1.2091293e+00,+1.3766292e-01,-1.1532267e+00,+3.9948822e+02,+5.4128734e+01
+4.6948977e+01,+4.6736609e+01,-1.8907820e+00,-2.1364746e+00,-1.5232123e+00,+1.5127174e+00,+1.5905145e+02,+2.0067761e+02
+2.8074326e+01,+1.6559781e+01,-2.2991338e+00,+4.2400149e-01,-2.9547172e+00,+1.6088705e+00,+1.4129661e+02,+1.8071061e+01
+6.7194289e+01,+3.8715367e+01,-1.6894561e-01,+1.2287158e-01,-1.1307108e+00,+2.8313529e+00,+6.8155523e+01,+3.9007984e+01
+2.5600330e+01,+2.2280355e+01,-4.8289999e-01,+2.1004639e+00,+2.5462440e-01,-2.0920095e+00,+2.8643883e+01,+9.2378406e+01
+4.1446816e+01,+2.6098951e+01,+3.3110794e-01,+2.0317562e+00,+1.8204882e+00,-1.0168920e+00,+4.3739609e+01,+1.0124533e+02
+3.4832820e+01,+2.2363986e+01,-8.1836991e-02,-2.1699669e+00,+2.5069039e-02,+2.4246540e+00,+3.4949527e+01,+9.9208609e+01
+6.3123695e+01,+2.2696377e+01,+1.7828434e+00,+6.8197048e-01,-1.3248883e-01,-2.9497724e+00,+1.9299758e+02,+2.8182184e+01
+2.5199357e+01,+1.0374369e+01,+8.1596941e-01,-5.0003189e-01,-5.2984989e-01,-2.7511680e+00,+3.4064367e+01,+1.1698580e+01
+4.0688461e+01,+1.8980131e+01,-5.0015223e-01,+1.1186863e+00,-1.5001769e+00,+2.2793002e+00,+4.5884594e+01,+3.2147969e+01
+4.6627430e+01,+4.3194219e+01,+2.4361763e+00,+2.0663524e+00,-2.2439645e-01,+2.7107115e+00,+2.6849822e+02,+1.7326531e+02
+2.6883557e+01,+2.3078854e+01,+2.3959162e+00,-3.1323931e-01,-2.6815419e+00,+5.7747453e-01,+1.4879167e+02,+2.4220607e+01
+5.4913059e+01,+3.8287023e+01,+3.5812765e-01,-4.5015892e-01,-1.0324347e+00,+1.4687196e+00,+5.8472305e+01,+4.2232277e+01
+5.1878680e+01,+2.9676795e+01,+1.0392437e+00,-1.8187556e-01,+1.9683018e-01,+3.0949342e+00,+8.2507922e+01,+3.0169170e+01
+5.0060527e+01,+3.0239518e+01,+9.3466181e-01,+1.9837233e+00,+4.9154875e-01,-1.9837701e+00,+7.3565719e+01,+1.1199684e+02
+7.2488203e+01,+3.0312000e+01,-1.6792873e+00,-1.9394860e+00,+1.8318589e+00,-6.3187963e-01,+2.0109098e+02,+1.0759173e+02
+3.6653008e+01,+2.4515930e+01,+1.8577678e+00,-8.1341222e-02,+2.0017183e+00,-1.4989351e+00,+1.2032146e+02,+2.4597078e+01
+4.1408680e+01,+2.1153437e+01,-6.4072007e-01,-6.7016900e-01,+8.2327586e-01,+3.9635703e-01,+5.0203051e+01,+2.6084195e+01
+3.2459646e+01,+2.9326477e+01,-1.6006595e+00,+4.1251025e-01,+1.3493226e+00,-1.9697635e+00,+8.3714523e+01,+3.1857400e+01
+5.5463637e+01,+3.0911758e+01,+1.6900737e+00,+7.2520679e-01,+2.2366292e+00,-3.5688803e-01,+1.5541983e+02,+3.9402949e+01
+3.7111543e+01,+2.5907928e+01,+5.8213538e-01,+2.2532482e+00,+2.3344696e-01,-3.1297164e+00,+4.3579480e+01,+1.2466461e+02
+4.7396891e+01,+4.2650023e+01,-1.5682493e+00,-8.3204603e-01,-2.5343637e+00,+6.1310041e-01,+1.1864984e+02,+5.8284961e+01
+7.8452547e+01,+3.6591598e+01,-3.7158784e-01,-3.8073480e-02,-1.5429410e+00,-1.1275016e+00,+8.3931492e+01,+3.6618273e+01
+2.6487412e+01,+2.4940193e+01,-2.2739985e+00,-5.6964822e-02,-5.3384399e-01,+3.0461187e+00,+1.3006752e+02,+2.4980670e+01
+3.2958141e+01,+9.0009814e+00,+1.2783356e+00,+9.8434484e-01,-2.1407592e+00,-2.3760500e+00,+6.3760227e+01,+1.3725742e+01
+3.2892125e+01,+7.8336997e+00,-1.6406916e-01,+2.3777080e+00,-2.5085335e+00,-1.3115184e+00,+3.3335824e+01,+4.2587762e+01
+7.0056727e+01,+2.8679539e+01,-1.1655730e+00,-3.1077215e-01,+2.2036419e+00,-9.4909504e-02,+1.2328252e+02,+3.0075832e+01
+3.5644098e+01,+2.8543242e+01,+2.0192225e+00,+3.9548007e-01,+1.2952501e+00,-1.7056719e+00,+1.3661002e+02,+3.0804633e+01
+5.5451047e+01,+4.4412605e+01,+3.8628626e-01,+4.7622970e-01,-2.2748997e+00,+1.3726559e-01,+5.9639961e+01,+4.9544895e+01
+4.4965863e+01,+3.6408281e+01,-3.3970001e-01,-1.4390390e+00,+2.6129971e+00,+5.3603165e-03,+4.7585469e+01,+8.1077617e+01
+3.2548713e+01,+2.5573061e+01,+3.7561846e-01,-1.3613365e+00,+1.7493867e+00,-1.4801062e+00,+3.4871973e+01,+5.3162836e+01
+2.6188449e+01,+9.7908926e+00,-3.2316023e-01,-1.7557909e-01,+2.5201869e+00,+6.1629915e-01,+2.7568057e+01,+9.9421973e+00
+4.1700504e+01,+1.9327547e+01,-1.5703204e+00,-1.9686342e+00,-1.0554924e+00,-2.6049984e+00,+1.0458834e+02,+7.0550734e+01
+8.9210945e+01,+3.2809121e+01,+3.1012079e-01,+4.4340354e-01,+1.3348199e+00,-2.8397534e+00,+9.3535422e+01,+3.6087711e+01
+2.8735549e+01,+2.4977992e+01,+6.3921595e-01,-1.5754830e+00,-1.4050702e+00,+1.4902679e+00,+3.4808816e+01,+6.2944328e+01
+5.3516273e+01,+1.9621979e+01,+1.2042593e+00,+1.0468442e+00,-3.1296628e+00,-6.5897787e-01,+9.7244484e+01,+3.1392135e+01
+3.2874023e+01,+3.0095119e+01,+1.5371064e+00,-3.4590781e-01,-1.6091539e+00,+8.8697177e-01,+7.9984453e+01,+3.1913793e+01
+4.4885145e+01,+4.2530867e+01,+1.6525134e+00,+2.1784849e+00,+1.4948821e-01,-2.9751194e+00,+1.2145142e+02,+1.9024328e+02
+4.7605977e+01,+4.2475508e+01,+8.6756486e-01,-8.6484320e-02,+1.5878603e+00,-1.9599528e+00,+6.6674039e+01,+4.2634457e+01
+4.7848336e+01,+1.8326139e+01,+2.2313099e+00,+2.3092523e-01,-2.7405336e+00,+1.5609524e+00,+2.2535234e+02,+1.8816947e+01
+2.8275188e+01,+2.6503318e+01,-2.0971951e+00,+5.7081538e-01,+1.1720738e+00,+7.8180319e-01,+1.1686277e+02,+3.0939809e+01
+3.0275479e+01,+9.7647480e+00,-1.1124156e+00,+3.0646214e-01,+2.5962470e+00,-3.1136246e+00,+5.1021266e+01,+1.0227441e+01
+4.4116109e+01,+3.9057715e+01,-1.2852017e+00,-1.5207911e+00,-3.1340079e+00,+4.6698320e-01,+8.5849766e+01,+9.3628812e+01
+3.4050504e+01,+2.7906879e+01,-1.5596358e+00,+2.8123334e-01,+2.2899275e+00,-1.9682962e-01,+8.4569547e+01,+2.9017779e+01
+4.6881047e+01,+3.3549582e+01,+3.5157141e-01,+1.4685458e+00,+2.6779540e+00,-7.4973482e-01,+4.9808430e+01,+7.6714133e+01
+6.2176840e+01,+5.0849719e+01,+1.0341235e-01,+9.7463745e-01,+1.9056835e+00,-2.9660001e+00,+6.2509687e+01,+7.6974734e+01
+9.1171273e+01,+2.9647230e+01,+1.2199246e+00,+1.9168698e+00,+2.2379825e+00,-2.2250473e+00,+1.6785473e+02,+1.0297531e+02
+2.7924070e+01,+9.0068311e+00,+1.5672289e+00,+1.1680958e+00,-1.4196923e+00,-2.0754690e+00,+6.9837750e+01,+1.5883096e+01
+4.7057602e+01,+4.5948922e+01,-1.0957890e+00,-9.1839570e-01,-7.9768056e-01,+2.3297327e+00,+7.8252500e+01,+6.6727641e+01
+5.0591453e+01,+4.5776039e+01,+3.5282415e-01,-2.7269959e-01,+1.9847833e+00,-5.8598357e-01,+5.3773191e+01,+4.7488684e+01
+4.6813406e+01,+3.9016109e+01,-7.6094139e-01,-4.6590933e-01,-2.7822654e+00,+4.1556376e-01,+6.1033457e+01,+4.3328039e+01
+7.2819945e+01,+2.9636531e+01,-1.5366704e+00,-5.1796591e-01,+4.9474505e-01,-1.4364094e+00,+1.7710473e+02,+3.3701953e+01
+3.1352557e+01,+7.1173003e+00,-2.4580252e+00,-2.2381897e+00,-3.0164437e+00,-2.5369995e+00,+1.8446787e+02,+3.3746820e+01
+5.4637656e+01,+3.1105061e+01,+1.2735237e+00,+2.1722367e+00,+1.1454473e+00,-2.1651630e+00,+1.0526676e+02,+1.3829031e+02
+4.6414988e+01,+4.2285145e+01,-2.0178421e+00,-1.8844855e+00,+5.1419818e-01,-2.7876084e+00,+1.7765380e+02,+1.4239259e+02
+4.0909543e+01,+3.9710402e+01,+2.0812120e+00,+9.6017134e-01,+4.8015079e-01,-2.7101090e+00,+1.6648047e+02,+5.9465758e+01
+6.2855480e+01,+3.5694762e+01,+1.8155215e+00,+1.6883913e+00,+2.1760452e+00,-1.7044778e+00,+1.9821581e+02,+9.9866609e+01
+2.8070518e+01,+2.6533275e+01,+3.0084723e-01,+2.3988879e+00,+3.5589156e-01,-2.5336769e+00,+2.9350637e+01,+1.4728284e+02
+3.6906453e+01,+3.5487711e+01,-2.9097572e-01,-1.5636288e+00,+4.7403434e-01,-2.6844554e+00,+3.8480031e+01,+8.8461992e+01
+4.4880680e+01,+1.6845787e+01,-2.4129298e+00,-4.7497410e-01,+1.3713238e+00,-2.2747557e+00,+2.5259253e+02,+1.8781988e+01
+5.5226402e+01,+3.8382816e+01,-1.2734126e+00,-7.2377414e-01,-3.0328755e+00,-5.1077920e-01,+1.0639090e+02,+4.8882824e+01
+4.1492324e+01,+3.3844488e+01,-2.3191471e+00,-2.0173056e+00,-1.8705578e+00,+1.1591218e+00,+2.1296675e+02,+1.2947302e+02
+3.2756311e+01,+2.5631178e+01,+6.6116536e-01,-1.7396660e+00,-3.3369938e-01,-3.0652947e+00,+4.0180492e+01,+7.5240578e+01
+4.8918359e+01,+4.4535086e+01,-1.4668840e+00,-1.6574117e+00,-1.2417594e-01,+2.7505343e+00,+1.1168916e+02,+1.2105415e+02
+4.1225508e+01,+3.8194637e+01,-1.5654125e+00,-5.2377737e-01,-2.5543323e+00,+6.1020517e-01,+1.0293294e+02,+4.3554855e+01
+3.8390832e+01,+3.5810668e+01,+1.4136521e+00,+3.5112519e-02,-2.4402626e-01,+3.1365194e+00,+8.3580648e+01,+3.5832902e+01
+2.9192444e+02,+4.2634297e+01,-3.4737226e-02,+1.5805677e+00,+5.3727967e-01,-7.1512282e-01,+2.9210059e+02,+1.0794095e+02
